no,nama_tempat,nama_reviewer,rating,tanggal,ulasan,jumlah_ulasan_reviewer,foto,cabang,review_length,ulasan_clean,sentiment,pos_words,neg_words,sentiment_score
391,,Felicita Ngeldia,5,5 bulan lalu,"Aesthetic, nyaman, pelayanan ramah dan cepat, tempat luas",,Tidak,Machia Seturan,57,aesthetic nyaman layan ramah cepat tempat luas,positif,5,0,5
394,,Della Revania,5,5 bulan lalu,matchanya enak ngga terlalu manis ngga  pait layanannya baguss dan sopann,,Tidak,Machia Seturan,73,matchanya enak terlalu manis pait layan baguss sopann,positif,2,0,2
395,,Febriani Sintia Dewi,5,5 bulan lalu,"matchanya enakk! servicenya juga bagus dan tempatnya juga cozy sih, enak buat nongki nongki hihii",,Tidak,Machia Seturan,97,matchanya enak servicenya bagus tempat cozy enak buat nongki hihii,positif,4,0,4
397,,Elfira Anathasia,5,5 bulan lalu,"first time ke sini, staff nya ramah semua, service nya oke bangetttt!😍🤍 minumannyaa jugaa enak bangett, bukan tipikal matcha yg pahit bgt, cocok buat aku yg suka matcha tp gasuka yang pahittt!!😍😍😍🫰🏻🫰🏻🫰🏻🫰🏻 …",,Tidak,Machia Seturan,206,first time sini staff ramah semua service banget minumannyaa jugaa enak banget bukan tipikal matcha pahit banget cocok buat suka matcha gasuka pahit,positif,4,2,2
398,,Robby Batama,5,5 bulan lalu,mantappppppsssszzz,,Tidak,Machia Seturan,18,mantapsz,positif,0,0,0
399,,Haninda Via Ramadhani,5,5 bulan lalu,tempatnyaa lucuu bgttt,,Tidak,Machia Seturan,22,tempatnyaa lucuu banget,positif,0,0,0
400,,astrid kurniawati,5,5 bulan lalu,tempatnya aesthetic buat foto-foto,,Tidak,Machia Seturan,34,tempat aesthetic buat foto,positif,1,0,1
401,,Roberta Dena,5,5 bulan lalu,Baik,,Tidak,Machia Seturan,4,baik,positif,1,0,1
402,,salma,5,5 bulan lalu,tempatnya enak trus matchanya jugaa tpi kurang luas,,Tidak,Machia Seturan,51,tempat enak trus matchanya jugaa kurang luas,positif,2,1,1
403,,Lauraa,5,5 bulan lalu,matcha enakkk dan tempatnya nyaman buat ngobrol lama bareng temen,,Tidak,Machia Seturan,65,matcha enak tempat nyaman buat ngobrol lama bareng temen,positif,2,1,1
405,,Beepo ganz,5,5 bulan lalu,matcha nya enak ga terlalu pait,,Tidak,Machia Seturan,31,matcha enak terlalu pait,positif,1,0,1
406,,hanidaz official,5,5 bulan lalu,"Tempatnya cozy dan super estetik!! Suka bangett sama konsep machia, baristanya of course ramahh💗",,Tidak,Machia Seturan,96,tempat cozy super estetik suka banget sama konsep machia baristanya course ramahh,positif,2,0,2
409,,nickyy mike,1,5 bulan lalu,"matcha nya gaa berasa, cuma rasa susu aja. ntah emang racikan nya gitu atau gimana.
kasir nya cuek bgtt buset gaa ramah samsek.",,Tidak,Machia Seturan,128,matcha asa cuma rasa susu ntah emang racik gimana kasir cuek banget buset ramah samsek,negatif,1,1,0
411,,Gilbert Susanto,1,5 bulan lalu,"ada staff yang suka ngatur dan ketika sedang customer crew sedang melayani kasir malah di usir sama staff yang suka ngatur itu, kalau tidak salah namanya berry dari name tag nya",,Tidak,Machia Seturan,177,staff suka ngatur sedang customer crew sedang layan kasir malah usir sama staff suka ngatur salah nama berry name,netral,2,0,2
413,,Nidhar Fakhrudin,5,5 bulan lalu,Rasanya enak tempatnya enak!!! 😍,,Tidak,Machia Seturan,32,rasa enak tempat enak,positif,2,0,2
415,,Mia Natania Mamonto,5,5 bulan lalu,Matchanya enakk🤩,,Tidak,Machia Seturan,16,matchanya enak,positif,1,0,1
416,,Fatimah Rumoroi,5,5 bulan lalu,"minumannya enakk polll, tempatnya juga enak",,Tidak,Machia Seturan,43,minum enak tempat enak,positif,2,0,2
417,,Daffa,5,5 bulan lalu,Matchanya juara gais… worth to try,,Tidak,Machia Seturan,34,matchanya juara gais worth,positif,2,0,2
418,,Clarissa Athaillah,5,5 bulan lalu,"Tempatnya enak, bisa mewarnai, matchanya lumayann juga 👍",,Tidak,Machia Seturan,56,tempat enak warna matchanya lumayann,positif,1,0,1
419,,Frend Zukzez,5,5 bulan lalu,"Tempatnya bagus, pilihan matchanya pun beragam. Lumayan untuk matchanyaa",,Tidak,Machia Seturan,72,tempat bagus pilih matchanya agam lumayan matchanyaa,positif,1,0,1
420,,Fauziah Ainni Sofian,4,5 bulan lalu,"First time nyobain matcha di store khusus matcha, dan rasanya beneran pure matcha banget",,Tidak,Machia Seturan,88,first time nyobain matcha store khusus matcha rasa beneran pure matcha banget,positif,0,0,0
422,,Ardhanareswari Malinda,5,5 bulan lalu,Enak banget tempatnya nyaman lucu matchanya juga banyak varian,,Tidak,Machia Seturan,62,enak banget tempat nyaman lucu matchanya banyak varian,positif,3,0,3
424,,Alda Agraini 1372,5,5 bulan lalu,"tempatnya enak buat nongkrong bareng temen, musiknya juga asik",,Tidak,Machia Seturan,62,tempat enak buat nongkrong bareng temen musik asik,positif,1,0,1
425,,Juliyanti Nur Kasanah,5,5 bulan lalu,"banyakk spot foto, tempatnya nyaman, musiknya asik asik❤️‍🔥",,Tidak,Machia Seturan,59,banyakk spot foto tempat nyaman musik asik,positif,1,0,1
426,,Princes Rahmadania,5,5 bulan lalu,"tempatnya nyaman, musiknya asik, banyak spot fotonyaaa🥰😇",,Tidak,Machia Seturan,56,tempat nyaman musik asik banyak spot foto,positif,1,0,1
427,,Shandy Diva,5,5 bulan lalu,"tempatnya nyaman, asik, musiknya seru seru, banyakk spott fotonyaa🤩🤩",,Tidak,Machia Seturan,68,tempat nyaman asik musik seru banyakk spott fotonyaa,positif,1,0,1
428,,deka sari,5,5 bulan lalu,"tempat nya nyaman, staff nya ramah, cocok buat nongki",,Tidak,Machia Seturan,53,tempat nyaman staff ramah cocok buat nongki,positif,3,0,3
430,,Anggita Sukma Azzahro,2,5 bulan lalu,"untuk coffe shopnya udah bagus, cuma tukang parkirnya payahhh. plat saya lepas dan rusak alasannya kena keluar masuk mobil, posisi saya datang itu parkiran motor ramai jadi ya saya dapet parkir belakang. terus fungsi tukang parkir apa kalo parkirannya ga di tata!!! kecewanya sama tukang parkirnya",,Tidak,Machia Seturan,297,kopi shopnya udah bagus cuma tukang parkir payah plat lepas rusak alas kena keluar masuk mobil posisi datang parkir motor ramai jadi dapet parkir belakang terus fungsi tukang parkir tata kecewa sama tukang parkir,negatif,1,3,-2
434,,Anggi Andira Putri,5,5 bulan lalu,Anestetik,,Tidak,Machia Seturan,9,anestetik,positif,0,0,0
435,,Rendri Okcha kirana,5,5 bulan lalu,Estetis,,Tidak,Machia Seturan,7,estetis,positif,0,0,0
437,,C - MEILANI PERTIWI PUTRI - 163,5,5 bulan lalu,"matcha cloud pink enak bangeddd plsss‼️ rekomendd pencintaa matchaa wajib kesiniii ajakin temen temen kalian nongs disiniii, asikk tempatnyaa🫰🏻😎👀",,Tidak,Machia Seturan,145,matcha cloud pink enak banged rekomendd pencintaa matchaa wajib kesini ajakin temen nongs sini asikk tempatnyaa,positif,1,0,1
438,,indah djuwita sari,5,5 bulan lalu,tempatnya bagus banget!!! 💓 …,,Tidak,Machia Seturan,29,tempat bagus banget,positif,1,0,1
439,,Arumram,5,5 bulan lalu,Matchanya enak harus cobain ⭐️⭐️⭐️⭐️,,Tidak,Machia Seturan,36,matchanya enak cobain,positif,1,0,1
440,,destia hoyi,5,5 bulan lalu,enak banget matcha nyaa🥹🫶🏻,,Tidak,Machia Seturan,26,enak banget matcha nyaa,positif,1,0,1
442,,Affifah Rafsanjani,4,5 bulan lalu,"Nyobain pink cloud, ternyata pahit banget (pahit matcha), mungkin memang aslinya begini ya, terbiasa beli varian matcha di other coffe shop, biasanya manis",,Tidak,Machia Seturan,155,nyobain pink cloud nyata pahit banget pahit matcha mungkin memang asli begini biasa beli varian matcha other kopi shop biasa manis,positif,2,2,0
443,,Tiari Thari,5,5 bulan lalu,"macharistanya lucu ramah2, machanya enak kelapanya fresh",,Tidak,Machia Seturan,56,macharistanya lucu ramah machanya enak kelapa fresh,positif,3,0,3
446,,Husni Muarif,5,5 bulan lalu,Tempatnya enak buat nongkrong. Sambil ditemani matcha yang sedap dan pastry yang enak.,,Tidak,Machia Seturan,86,tempat enak buat nongkrong sambil tani matcha sedap pastry enak,positif,3,0,3
447,,Hanani Kusumasari,5,5 bulan lalu,"Matcha-nya enak, suasana nyaman 👍 …",,Tidak,Machia Seturan,35,matcha enak suasana nyaman,positif,2,0,2
448,,Sandri Yulia Rahma,5,5 bulan lalu,Pelayanannya good 🥰,,Tidak,Machia Seturan,19,layan good,positif,1,0,1
450,,18_PRIQUEENTA,5,5 bulan lalu,"tempat nya asikk bgtttt, yeayyyy. Happy…",,Tidak,Machia Seturan,40,tempat asikk banget yeay happy,positif,0,0,0
451,,Ardisa Lintang Agsari,5,5 bulan lalu,"tempatnya enakk, matchanyaa enakk",,Tidak,Machia Seturan,33,tempat enak matchanyaa enak,positif,2,0,2
452,,Nayla Rizka,5,5 bulan lalu,"untuk pecinta matchaa, tempat ini recomended bgtt sii, matchanya enakk. spot fotonya banyak instagraablee😻😻‼️‼️",,Tidak,Machia Seturan,111,cinta matchaa tempat recomended banget matchanya enak spot foto banyak instagraablee,positif,2,0,2
455,,Aisyah Lintang,5,5 bulan lalu,"Tempatnya cozy, matcha nya juga juara!",,Tidak,Machia Seturan,38,tempat cozy matcha juara,positif,2,0,2
456,,wuln .05,5,5 bulan lalu,MACHA NYA ENAKKKK,,Tidak,Machia Seturan,17,macha enak,positif,1,0,1
457,,khinaya zaza,5,5 bulan lalu,enak mantap,,Tidak,Machia Seturan,11,enak mantap,positif,2,0,2
458,,Shafira Najwa,5,5 bulan lalu,"Enak bgtt, staf nya ramah",,Tidak,Machia Seturan,25,enak banget staf ramah,positif,2,0,2
459,,imroatu zakiya,5,5 bulan lalu,"Matcha nya enak bgt, cocok buat nongkrong sm temen ato pasangan, banyak kursi",,Tidak,Machia Seturan,77,matcha enak banget cocok buat nongkrong sama temen pasang banyak kursi,positif,2,0,2
460,,Safa Puji Arifah,5,5 bulan lalu,"macha nya enak bangett, harus coba pokok nya",,Tidak,Machia Seturan,44,macha enak banget coba pokok,positif,1,0,1
461,,Hafiza Sidqi,5,5 bulan lalu,tempat yang luar biasa untuk menikmati matcha,,Tidak,Machia Seturan,45,tempat luar biasa nikmat matcha,positif,1,0,1
462,,Alya Shalsabilla,5,5 bulan lalu,cocok banget buat pecinta matcha sih tempatnya tjakep parah dan menunya variasi matchanya banyak unik jd menarik buat dicoba,,Tidak,Machia Seturan,124,cocok banget buat cinta matcha tempat tjakep parah menu variasi matchanya banyak unik jadi tarik buat coba,positif,2,0,2
463,,nonce grace,4,5 bulan lalu,"tempatnya aesthetic, instagramable, matcha nya enak",,Tidak,Machia Seturan,51,tempat aesthetic instagramable matcha enak,positif,3,0,3
464,,Violen Kristin,5,5 bulan lalu,"Menarik, menyenangkan, dan aesthetic",,Tidak,Machia Seturan,36,tarik senang aesthetic,positif,2,0,2
467,,Aileen Komala Widjaja,5,5 bulan lalu,Enak sekali,,Tidak,Machia Seturan,11,enak sekali,positif,1,0,1
468,,Fathika Erinsyndia,5,5 bulan lalu,"Bagus bgt tempatnyaaaa, cocok untuk nongkii",,Tidak,Machia Seturan,43,bagus banget tempat cocok nongkii,positif,2,0,2
469,,Salma Ivana Maygan,5,5 bulan lalu,enaaaaak bgt matchanyaaa😍😍😍 …,,Tidak,Machia Seturan,29,enak banget matchanya,positif,1,0,1
470,,Cellzzz,5,5 bulan lalu,"tempatnyaa lucuuu, macha nya juga enakkk, wajib kesini buat ciwi” gemoyy🫰🏻",,Tidak,Machia Seturan,74,tempatnyaa lucu macha enak wajib kesini buat ciwi gemoyy,positif,1,0,1
473,,Affany Arsya Karima,5,5 bulan lalu,SUPPA LOVEEE MACHIA CLOUDDD ❤️,,Tidak,Machia Seturan,30,suppa love machia cloud,positif,1,0,1
479,,Pelangi Dian Sakanti,5,5 bulan lalu,the matcha was greaat!! cheesecake-nya juga enyaak!! manis n asin kejunya balance bgt!! ambiencenya gong bagus bgt love it! servicenya 100/100❤️,,Tidak,Machia Seturan,144,matcha greaat cheesecake enyaak manis asin keju balance banget ambiencenya gong bagus banget love servicenya,positif,3,1,2
481,,Nadya Sheva Z,5,5 bulan lalu,selaluuu enaakk!! apalagi pistachionyaa😗🫰🏻,,Tidak,Machia Seturan,42,selalu enaakk apalagi pistachionyaa,positif,0,0,0
483,,Sylvia Zahirashafa,5,5 bulan lalu,"Lokasi nya startegi, mmm matcha nya enak juga",,Tidak,Machia Seturan,45,lokasi startegi matcha enak,positif,1,0,1
488,,Salsabilah Fatamasya,5,5 bulan lalu,"wkwwkw luchu tempatnyaaa, matchanya enak, mas mba nya ramah jugakk, suprisingly pengunjung nya juga friendlyy puoll 🥹💗",,Tidak,Machia Seturan,118,wkwwkw luchu tempat matchanya enak ramah jugakk suprisingly unjung friendlyy puoll,positif,2,0,2
489,,LOLITA LOLITA,5,5 bulan lalu,gilakkkk🤙🏻 …,,Tidak,Machia Seturan,12,gilak,positif,0,0,0
490,,MRifkyDwi Putra,5,5 bulan lalu,mantap,,Tidak,Machia Seturan,6,mantap,positif,1,0,1
491,,Ersyad Pido,5,5 bulan lalu,Tempat bagus coozy nyaman,,Tidak,Machia Seturan,25,tempat bagus coozy nyaman,positif,2,0,2
493,,17_Siti Nur Islamiati_203,5,5 bulan lalu,"baristaanyaa ramahh, tempatnya cakepp",,Tidak,Machia Seturan,37,baristaanyaa ramahh tempat cakepp,positif,0,0,0
496,,Lutfia Mustika,5,5 bulan lalu,"enakk bngtt, matchanya enak, rekomendasi bgt buat yg suka sma matcha, comfy bgtt",,Tidak,Machia Seturan,80,enak bngtt matchanya enak rekomendasi banget buat suka matcha comfy banget,positif,4,0,4
497,,Ara Merpati,5,5 bulan lalu,nice drinks n snacks.. oke buat hangout bareng temen-temen..,,Tidak,Machia Seturan,60,nice drinks snacks buat hangout bareng temen,positif,0,0,0
498,,luluu,5,5 bulan lalu,sangat nyamann dan sesuai ekspektasi untuk rasa matchanyaa😍😍😍💐,,Tidak,Machia Seturan,62,sangat nyamann sesuai ekspektasi rasa matchanyaa,positif,0,0,0
499,,Syafa Meila,5,5 bulan lalu,matchia enak,,Tidak,Machia Seturan,12,matchia enak,positif,1,0,1
500,,Septy Fadhilah,5,5 bulan lalu,Sangat nyamann dan menunya menarik,,Tidak,Machia Seturan,34,sangat nyamann menu tarik,positif,0,0,0
501,,Yayang Charta,5,5 bulan lalu,matchanya matcha bangett✨ recomendd banyak spot fotoo🤏🏻 kk nya ramah jugaaa …,,Tidak,Machia Seturan,77,matchanya matcha banget recomendd banyak spot fotoo ramah,positif,1,0,1
503,,Syifa Saa,5,5 bulan lalu,"Rasa matcha nya enakkk
Tempatnya jugaa baguss
Rekomen banget",,Tidak,Machia Seturan,62,rasa matcha enak tempat jugaa baguss recommended banget,positif,2,0,2
505,,Cahyani Marginingsih,5,5 bulan lalu,minumannya enak dan tempatnya nyaman🤗🤗,,Tidak,Machia Seturan,38,minum enak tempat nyaman,positif,2,0,2
506,,Kezia Kristananda,5,5 bulan lalu,"Tempat yang bagus untuk nongkrong, banyak pilihan minuman matcha, sudut-sudutnya estetik, direkomendasikan untuk nongkrong cepat bareng keluarga atau teman-teman💗 …",,Tidak,Machia Seturan,164,tempat bagus nongkrong banyak pilih minum matcha sudut estetik rekomendasi nongkrong cepat bareng keluarga teman,positif,3,0,3
507,,Yesy Widyaningrum,5,5 bulan lalu,"Matchanya asli sih matcha banget rasanya
Lain kali pengen lagi nyobain varian lainnya",,Tidak,Machia Seturan,86,matchanya asli matcha banget rasa lain kali ken lagi nyobain varian lain,positif,1,0,1
508,,Revina Alifa Azzahra,5,5 bulan lalu,tempatnya comfy & matchanya enakk!,,Tidak,Machia Seturan,34,tempat comfy matchanya enak,positif,1,0,1
509,,Muhammad Iqbal,5,5 bulan lalu,"Tempatnya enak buat nongkrong, aestetic ada dj nya juga",,Tidak,Machia Seturan,55,tempat enak buat nongkrong aestetic,positif,1,0,1
511,,Stormsgarden S,5,5 bulan lalu,"Tempat yang bagus untuk bersantai, dj-nya enak mix-nya. Matcha-nya enak banget!",,Tidak,Machia Seturan,79,tempat bagus santa enak matcha enak banget,positif,3,0,3
512,,restu mahbengi,5,5 bulan lalu,"Tempt nya bagus dan nyaman, terus kakak kakaknya ramah semua penyampian menu juga sangat baik. Cocok bgt buat nongkrong!!",,Tidak,Machia Seturan,121,tempt bagus nyaman terus kakak ramah semua penyampian menu sangat baik cocok banget buat nongkrong,positif,5,0,5
513,,ruang psikologiku,5,5 bulan lalu,Matchanya enak vibesnya oke bgt overall good,,Tidak,Machia Seturan,44,matchanya enak vibesnya banget overall good,positif,2,0,2
514,,Ammar Mamat,5,5 bulan lalu,Bagus 💫,,Tidak,Machia Seturan,7,bagus,positif,1,0,1
515,,Nasywa Maulidiya,5,5 bulan lalu,bagus bngt,,Tidak,Machia Seturan,10,bagus bngt,positif,1,0,1
517,,Marshanda Angelita,5,5 bulan lalu,"tempatnya nyaman, bersih, aesthetic, dan pelayanan nya bagus dan ramah”",,Tidak,Machia Seturan,71,tempat nyaman bersih aesthetic layan bagus ramah,positif,5,0,5
518,,Tirza,5,5 bulan lalu,"Adem, cocok buat org introvert.",,Tidak,Machia Seturan,31,adem cocok buat orang introvert,positif,2,0,2
519,,Hasna Sallsabilla,5,5 bulan lalu,tempatnya enak buat nongkrongggg,,Tidak,Machia Seturan,32,tempat enak buat nongkrong,positif,1,0,1
521,,JEKJEK,5,5 bulan lalu,macha nyaa enakkkkk,,Tidak,Machia Seturan,19,macha nyaa enak,positif,1,0,1
523,,dea gabriella,5,5 bulan lalu,"tempatnyaaa lucuuu, pelayanann goodddd 🤩🫰🏻🫰🏻",,Tidak,Machia Seturan,44,tempat lucu pelayanann good,positif,1,0,1
524,,예빈Yebin,5,5 bulan lalu,"first time ke sini, overall recommended banget!! pelayanannya ramahhh poll ❤️ sukakk",,Tidak,Machia Seturan,84,first time sini overall recommended banget layan ramah banget sukakk,positif,2,0,2
525,,ica cahyani,5,5 bulan lalu,"enak & pelayanan ramah, thank u",,Tidak,Machia Seturan,31,enak layan ramah thank,positif,2,0,2
526,,Septia Putri,5,5 bulan lalu,Anjayyy slebew pelayan nya ramah banget!!!!,,Tidak,Machia Seturan,43,anjay slebew layan ramah banget,positif,1,0,1
528,,Nadilla Putri Permatasari,5,5 bulan lalu,specialist matcha cafe di seturan yang worth to try sih! matcha pistachionya enak bangett!! ada photoboxnya jugaaaa~♡,,Tidak,Machia Seturan,117,specialist matcha cafe tur worth matcha pistachionya enak banget photoboxnya,positif,2,0,2
529,,Simping ss,5,5 bulan lalu,"Tempat nongkrong 24 jam yang cozy parah, banyak spot foto cantik, makan dan minuman rasanya juga okee, harga masih terjangkau",,Tidak,Machia Seturan,125,tempat nongkrong cozy parah banyak spot foto cantik makan minum rasa okee harga jangkau,positif,2,0,2
531,,Qory jati Widyastuti,5,5 bulan lalu,"tempatnya lucu, menunya juga enak😍",,Tidak,Machia Seturan,34,tempat lucu menu enak,positif,1,0,1
532,,Naura Kornelia,5,5 bulan lalu,"tempatnyaa lucuu bgtt,matchanya enakkk 🤩🤩🤩",,Tidak,Machia Seturan,42,tempatnyaa lucuu banget matchanya enak,positif,1,0,1
533,,Chintia Afritasari,5,5 bulan lalu,"semua oke, minumannya enak dan variatif bgt, ka kim keren bgt pelayanannyaa",,Tidak,Machia Seturan,75,semua minum enak variatif banget bagus banget pelayanannyaa,positif,2,0,2
536,,dorayy,5,5 bulan lalu,"matchanya enak, tempatnya cozy jugaa, banyak spot foto n ada photobox😸😻 …",,Tidak,Machia Seturan,73,matchanya enak tempat cozy jugaa banyak spot foto photobox,positif,2,0,2
540,,Inas May Zahrah,5,5 bulan lalu,"matcha nya enak, pelayanan nya ramah, tempatnya nyaman",,Tidak,Machia Seturan,54,matcha enak layan ramah tempat nyaman,positif,3,0,3
541,,Tiara Putri,5,5 bulan lalu,makanannya enakkk💖💖 …,,Tidak,Machia Seturan,21,makan enak,positif,1,0,1
544,,Freedcitytour,5,5 bulan lalu,Senang bisa berkolaborasi,,Tidak,Machia Seturan,25,senang kolaborasi,positif,1,0,1
545,,M.Farhel E.N,5,5 bulan lalu,macthanya enak,,Tidak,Machia Seturan,14,macthanya enak,positif,1,0,1
547,,rizki syahputra,5,5 bulan lalu,First time di sini ketemu kim asik banget sihhhh,,Tidak,Machia Seturan,48,first time sini ketemu asik banget,positif,0,0,0
548,,becky,5,5 bulan lalu,tempat nya bguss bngett kaka”nya baik banget apalagi kaka kim best banget,,Tidak,Machia Seturan,73,tempat bguss bngett kakanya baik banget apalagi kaka best banget,positif,2,0,2
551,,Gandi Ari,5,5 bulan lalu,Lokasinya nyaman untuk nongkrong bareng teman,,Tidak,Machia Seturan,45,lokasi nyaman nongkrong bareng teman,positif,1,0,1
552,,Leni Leni,5,5 bulan lalu,Tempatnta seruu,,Tidak,Machia Seturan,15,tempatnta seruu,positif,0,0,0
553,,Rizki Arief Fandi,5,5 bulan lalu,Tempat nongki asik,,Tidak,Machia Seturan,18,tempat nongki asik,positif,0,0,0
555,,Aldam Dinedo,5,5 bulan lalu,"Coffe, matcha dua dua nya enakk, terlebih lagi playlist disini masuk di aku semua kebanyakan puter Daniel Caesar one of the best artist ever, ma fav singer!!! good job machia",,Tidak,Machia Seturan,174,kopi matcha enak lebih lagi playlist sini masuk semua banyak puter daniel caesar best artist ever singer good machia,positif,3,0,3
556,,clarisa,5,6 bulan lalu,bagusssssss,,Tidak,Machia Seturan,11,bagus,positif,1,0,1
563,,Trixie Aurel,5,6 bulan lalu,Pelayanannya ramah makanannya enak-enak,,Tidak,Machia Seturan,39,layan ramah makan enak,positif,2,0,2
564,,Olivia,5,6 bulan lalu,"Tempatnya lovely, cocok untuk pecinta matcha",,Tidak,Machia Seturan,44,tempat lovely cocok cinta matcha,positif,2,0,2
